Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors
Project Engineer,-1,"The Advanced Manufacturing Engineering team at Serigraph works closely with Operations and New Product Launch groups to develop new processes, specify and commission new capital equipment, and implement collaborative robotics and vision inspection to drive quality and efficiency.

Project Engineers support Manufacturing and Quality Engineering teams in designing and building in-house forming/cutting tools, quality check fixtures and other processing gauges and equipment. Experience with high-level capacity planning on key pieces of equipment, process cycle time studies and capital budgets would be a huge asset.

WHAT WILL YOU DO EACH DAY? (OR AT LEAST MOST DAYS...)
Sales Support -
Evaluate feasibility and provide innovative equipment and processing solutions
Provide quotes - specifically on new equipment, processes, and automation needs
Quality/ Engineering/ Operations Support -
Lead the selection, specification, justification, testing, and installation of new equipment
Improve efficiency and quality through the design and manufacture of automation, vision inspection, fixtures and other aids
Manage the execution of automation projects, vision inspection, CMM, holding/check fixtures, human inspection fixtures
Develop & apply Poka-Yoke (error-proofing methods) to address high RPN FMEA items
Assign roles and establish takt time for projects
Create plant layouts that improve efficiency and safety

YOUR DEGREE
Is likely in Mechanical or Industrial Engineering or other related Technical Field

YOUR EXPERIENCE
1-4 Years in Related Field
Giant plus if you have experience in Solidworks, automation, or vision inspection

WHY WORK AT SERIGRAPH?
Serigraph is a stalwart in printing, located in West Bend, just Northwest of Milwaukee. We manufacture parts with integrated graphics for original equipment manufacturers in Automotive, Appliance, Consumer Products, Medical, and Power Sports industries.
Serigraph employees are passionate about their work and dedicated to collaboration, continuous improvement, and – above all – supporting customer needs. Becoming part of the Serigraph team means you share our same values to respect, improve, deliver, lead, and laugh.
At Serigraph, we pride ourselves on finding and developing unique talent, promoting from within, and providing challenging advancement over an entire career.",3.5,"Serigraph Inc.
3.5","West Bend, WI",-1,501 to 1000 Employees,1987,Company - Private,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),-1
Test and Evaluation Engineer,-1,"LinQuest is seeking a Test and Evaluation engineer to join our team at Peterson Air Force Base, CO.
We are looking for an innovative, creative, and highly motivated individual to support a MILSATCOM Program Office managing a diverse set of strategic and tactical MILSATCOM systems and infrastructure. The candidate will provide test and evaluation and test operations support of a diverse set of strategic and tactical MILSATCOM systems and infrastructure. Design, plan, coordinate, and execute testing on the Air Force Command Post Terminal (AFCPT), Time Distribution Subsystem Pre Processor (TDSPP), Milstar Messaging Application (MMA), Global Broadcast Service (GBS), Ground Multi-band Terminals (GMT), Nuclear Command, Control, and Communications (NC3) networks, various other systems, subsystems and MILSATCOM devices. Provide engineering and technician-level support for each of the above systems, including integration, communication circuit troubleshooting, system-level anomaly resolution, and the identification and isolation of software or hardware defects to evaluate/assess system modifications for shortfalls or interoperability issues and provide technical assessments to the client with regards to the modifications. Author and deliver technical documentation including test plans, test procedures, system configuration diagrams, engineering studies, technical white papers, and test reports.

Responsibilities:
Provide engineering and technician-level support for each of the above systems, including integration, communication circuit troubleshooting, system-level anomaly resolution
Identification and isolate software or hardware defects to evaluate/assess system modifications for shortfalls or interoperability issues and provide technical assessments to the client with regards to the modifications
Author and deliver technical documentation including test plans, test procedures, system configuration diagrams, engineering studies, technical white papers, and test reports
Travel: approximately 10%

Required Skills:
Bachelor’s degree in engineering, mathematics, physics, computer science, or equivalent technical discipline
Knowledge of DoD mission system sustainment
Proficient in Microsoft Office products (Word, Excel, PowerPoint)
Excellent written, verbal communications and presentation skills

Preferred Skills:
Specific experience operating or maintaining the following: AFCPT, TDSPP, MMA, GMT, GBS Receive Suites, NC3, cryptographic equipment (e.g., KIV-7M, ANDVT, KGV-11, KG-250), or related infrastructure and/or support equipment
Experience with Secure Content Automation Protocol (SCAP) Compliance Checker (SCC), Defense Information Systems Agency (DISA) automated benchmark checks and DISA Security Technical Implementation Guide (STIG) manual checks, Information Assurance Vulnerability Management (IAVM) manual checks, and DISA STIG Viewer
Experience with working in a highly competitive multi-contractor environment
Must be a motivated, self-starter capable of autonomous on-the-job learning/improvement
Systems engineering certifications, such as CSEP, ESEP, OCSMP

Required Experience:
10+ years of experience with DoD/USAF test processes and documentation
10+ years of experience working with military or DoD civilian clients and managing professional relationships
5+ years of experience with MILSATCOM equipment and troubleshooting
5+ years of experience handling Communications Security (COMSEC) materials and devices
US Citizenship and the ability to obtain a Secret clearance are required for the position

Licenses & Certifications
Required
Ability to Obtain
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",3.9,"LinQuest Corporation
3.9","Colorado Springs, CO",-1,1001 to 5000 Employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1
"LDTO Test and Evaluation Engineer, #5059",-1,"LinQuest is seeking a LDTO Test and Evaluation Engineer to join our team at our office in Colorado Springs, CO.
The Test and Evaluation Engineer will support the development of test schedule, test plans, test objectives, test measures, and evaluation criteria.

Responsibilities:
Developing T&E strategy, Test and Evaluation Master Plan-Development Evaluation Framework, requirement verification and test plans, test objectives, test methodology, and evaluation criteria
Collecting, reviewing, analyzing, and reporting T&E data
Supporting implementation of common Test and Evaluation database for the program
Supporting development of DoD compliant deficiency reporting and resolution system
Supporting T&E reviews, audits, Integrated Product Teams (IPTs), Deficiency Review Boards (DRBs), Materiel Improvement Process Review Boards (MIPRBs), and Technical Interchange Meetings (TIMs)

Required Skills:
BA or BS degree (Technical Field)
Experience working with military or DoD civilian clients and managing professional relationships
Strong interpersonal skills, communication (oral and written), and presentation skills
Capable in Microsoft Office products (Word, Excel, PowerPoint)

Required Experience:
3+ years demonstrated experience in multi-faceted tests and test project teams, to include oversight of scheduling
3+ years test and evaluation experience with DoD/USAF test processes and documentation
3+ years of experience with MILSATCOM
US Citizenship and the ability to obtain a Secret clearance are required for the position

Preferred Experience:
5+ years’ experience in systems engineering
5+ years’ experience in DoD and commercial SATCOM and network engineering
5+ years’ experience with military space systems and protected MILSATCOM systems
5+ years’ experience with ground systems, such as terminals and networks

Preferred Skills:
Familiar with AFMAN 63-119 and AFI 99-103
Experience with government test and evaluation
Experience with PEO Certification process

Licenses & Certifications
Required
Ability to Obtain
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",3.9,"LinQuest Corporation
3.9","Colorado Springs, CO",-1,1001 to 5000 Employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1
Project Engineer,-1,"FORMA Construction Company is seeking to supplement its team with a highly competent and motivated individual looking for a challenge and opportunity as a Project Engineer. The project engineer provides management and administrative support to the project Manager and superintendent to facilitate completion of the project within the constraints of the scope, schedule, and budget.
LOCATIONS AVAILABLE
Gig Harbor, WA
Yelm, WA
Silverdale, WA
RESPONSIBILITIES
Submittals- Review of shop drawings, product data, and other project submittals for general conformance with the plans and specifications. Process, coordinate, and distribute to applicable parties in a timely manner. Maintain log and review status to expedite critical submittals.
Schedules- Participate in the development of the baseline CPM with the superintendent and project manager, track progress weekly and update schedule not less than monthly using SureTrak/P3, quantify project impacts using contemporaneous schedule analysis, satisfy notice provisions where applicable.
Buy-out- Conduct buy-out and issue subcontracts for scopes of work assigned by PM, perform job cost allocation for subcontract and purchase order awards.
Requests for Information- Process Forma/subcontractor RFI’s timely, maintain log and review status to expedite critical RFI’s, coordinate and distribute to affected parties, provide timely notice of cost/time impact resulting from RFI response.
Changes to the Work- Identify and provide timely notice of changed conditions, prepare Change Order Proposals (COP’s) with PM review and oversight, maintain COP log, generate Subcontract Modifications, perform job cost allocations, update as-built drawings.
Documentation- Set-up and maintain jobsite filing system, supplement project record with regular progress photographs, maintain an accurate telephone log.
Coordination- Assist superintendent with subcontractor/supplier coordination, expedite material deliveries, identify special inspection requirements.
Payment- Participate in the development of the Schedule of Values with the project manager, compile necessary data for timely submission of monthly applications for payment, assist PM in review of subcontractor/supplier payment release, insure proper cost coding of miscellaneous invoices.
O&M’s- Compile, review, and transmit operations and maintenance manuals for approval.
Punchlist- Generate punchlist of incomplete/deficient work items. Distribute to applicable subcontractors and follow-up for timely completion. Conduct backcheck and secure project acceptance by architect and owner.
REQUIRED KNOWLEDGE, SKILLS, & ABILITIES
Proficiency in reading and understanding Contract Documents
Competence in computer software (MS Word, Excel, SureTrak/Primavera)
Organization and priority management
Interpersonal and communication skills
Problem solving ability
Management and leadership ability
Must have 5 to 8 years experience. Public K-12 education experience a plus.
PERSONAL REQUIREMENTS
Personal drive, initiative, and resourcefulness
Professionalism
Integrity
BENEFITS
FORMA Construction Company has a comprehensive benefit package including, but not limited to: medical, dental, vision, vacation/sick/holiday pay, Employee Assistance Program, educational assistance, and 401K Program.
Must be authorized to work in the US and provide required supporting documentation.
Employment with FORMA is contingent upon passing a pre-employment substance abuse screening.
Candidates MUST submit cover letter and resume.
FORMA is proud to be an affirmative action/equal opportunity employer. All qualified applicants will receive consideration without regard to race, creed, gender, marital status, sexual orientation, citizenship status, color, religion, national origin, age, disability, veteran status, or any other status protected under local, state or federal laws.
Job Type: Full-time
Pay: $60,000.00 - $90,000.00 per year
Experience:
GC project engineer: 5 years (Required)",5.0,"FORMA Construction Company
5.0","Yelm, WA",-1,51 to 200 Employees,1985,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1
Professional Engineer,-1,"ENGINEER / WELDED STEEL STORAGE TANKS
42 year old manufacturer of welded steel storage tanks is seeking an engineer. We design and manufacturer above-ground storage solutions for municipal, public, and private use. During the engineering phase of the tank design, we perform a number of calculations to ensure structural requirements are met based on building code including seismic, wind and snow load conditions. Every tank and foundation must meet codes, including NFPA, API, NSF and AWWA Standards. Once designed and engineered, the structural engineer will review and seal all tank drawings for customer approvals. Every need is different, and every tank and foundation we design is unique to meet those needs.
Responsibilities include:
Create, revise, and improve production prints using AutoCAD
Work with sales team to interpret customer’s needs
Work through drawing approval process
Support fabrication processes with burn table layouts and designs.
Maintain knowledge base of AWWA, API, NFPA manufacturing procedures
Maintain database of customer drawings and stock parts drawings.
Communicate daily and problem solve with project managers, shop, and field crews in terms of design/drafting/engineering support of storage tank repair projects and new tank construction.
Requirements:
Bachelor’s degree in Structural Engineering
Must License in the following states: NM, AZ, CO, OK, TX
Working Knowledge and demonstrated use of AutoCAD.
Strong Math and Geometry skills
Strong communication skills. Both written and verbal
Buys into a team-based approach to day-to-day business, problem solving, and leadership with strong interpersonal skills and the ability to relate to and work in harmony with field/shop personnel, management, and the administrative staff.
Be self-sufficient with the ability to perform a wide range of tasks with a minimum of supervision.
Be or become a technical expert on AWS, API 650/653/620, AWWA D100, OSHA, NFPA, etc..
Job Type: Full-time Starting Pay $60,000.00 per year Benefits: 401(k), 401(k) matching, Health insurance, Life insurance, Paid time off Schedule: 40 Hr week Supplemental Pay: Bonus pay Education: Bachelor's Experience: 5 years Work Remotely: No
About the company
In business since 1978, the staff at D&R Tank Company are proven performers, the company has designed, fabricated and installed a wide variety of tanks and unique, one of a kind metal fabrication projects for city governments as well as private industry all across the Southwest. Based out of Albuquerque, NM the company specializes in Welded Steel Water Storage Tanks.
Job Type: Full-time
Pay: $55,000.00 - $65,000.00 per year
Benefits:
401(k)
401(k) matching
Health insurance
Paid time off
Schedule:
8 hour shift
Experience:
engineering: 5 years (Required)
Education:
Bachelor's (Required)
Work authorization:
United States (Required)
Work Location:
One location
Company's website:
www.drtank.com
Company's Facebook page:
https://www.facebook.com/DRTankCo
Benefit Conditions:
Waiting period may apply",-1,D&R Tank Co,"Albuquerque, NM",-1,-1,-1,-1,-1,-1,-1,-1
Industrial Refrigeration Mechanical Engineer,-1,"Mullally Brothers, Inc., located in Troy, NY has been providing industrial refrigeration design, construction and service to customers throughout the Northeast since 1945. We are a locally owned company, currently seeking a Mechanical Design Engineer to work with our existing and new cold storage, food and beverage manufacturing and other industrial ammonia and Freon customers. This is an excellent opportunity for a rewarding career with opportunity for growth. Visit www.mullallybros.com to learn more about our company.
ESSENTIAL RESPONSIBILITIES:
· Apply technical and practical knowledge of mechanical engineering fundamentals to develop/design complex ammonia, Freon and CO2 based refrigeration systems for manufacturing, distribution and other industrial and commercial facilities. Also to include chilled glycol/water systems, dehumidification systems, process cooling systems and heat exchangers for various applications
· Attend project meetings with general contractors, owners and facilities engineers to discuss design criteria and specifications
· Perform calculations, prepare project specifications, produce construction documents and as built documentation
· Interface with an array of vendors to properly size and select equipment
· Responsible for project schedules and completion of projects on time and within budget. Resolve all schedule and design challenges through effective communication across functions
· Create and modify designs, fabrication drawings, assembly drawings and as-built drawings of refrigeration system components in AutoCAD using specifications and input from Field Supervisor, Shop Foreman, General Contractors and customers
· Guide and mentor junior engineers and other staff
· Proactively work to achieve company goals, including productivity and safety
REQUIREMENTS/QUALIFICATIONS:
· BS in Engineering
· Applicable professional experience with 5+ years preferred
· NY P.E. License, or ability to gain NY license within 6 months
· AutoCAD proficiency
· Ability and willingness to work in a range of environments, including at customer sites. Some travel across the northeast is required
PREFERRED CHARACTERISTICS:
· Experience with refrigeration system design, piping, and electrical wiring and/or knowledge of construction trades, methods, standards, codes and equipment a plus
· Previous heat transfer design experience is desired
· Self-starter, motivated to work both independently and as part of a team
· Excellent written and oral communication skills, with ability to relate to people at all levels of the organization, as well as customers and outside vendors, in a positive manner
· Analytical and detail-oriented, with high attention to accuracy and consistency
· Exceptional organizational skills and ability to manage multiple priorities to on-time completion
Excellent pay and benefits including 100% company coverage of employee/family health premiums, Supplemental insurance available (Aflac), competitive vacation time, and retirement plan including profit sharing.
Job Type: Full-time
Pay: $28.00 - $34.00 per hour
Education:
Bachelor's (Required)
Work Location:
One location
On the road
Work Remotely:
No",-1,Mullally Bros. Inc.,"Troy, NY",-1,-1,-1,-1,-1,-1,-1,-1
Technical Service Engineer,-1,"Job Duties:
Mobile Aspects is expanding our customer success team and has immediate openings for a Technical Service Engineer to provide support for our expanding line of inventory management systems installed at our hospital customers. This individual will:
Respond to and resolve tickets with customers within timeframes agreed upon in customer Service Level Agreements and document all case work in CRM system.
Proactively manage client expectations and deliver exemplary customer service. Meet or exceed the customer’s expectations of knowledge and professionalism. Escalate any issues to the that impact successful execution of the work before the customer is negatively impacted.
Articulate complicated technical workflows and processes to both the customer and the technical team.
Perform both software and hardware repair and replacement at customer site at the request of Mobile Aspects Technical Support Center.
Perform scheduled maintenance at customer site based on the Mobile Aspects ""Preventative Maintenance Program"".
Assist with new project implementations, including walkthroughs, kick-off meetings, implementation/go-live support and training.
Required Qualifications:
Bachelors or Associates degree in computer science, electrical engineering or other technical discipline with at least 3-5 years of industry experience.
Strong communication skills, written and oral, and comfort working in a high-pace, high-stress environment (e.g. hospital operating rooms).
Working knowledge of computer hardware, advanced electronic components, computer maintenance and basic network administration.
Experience with customer-facing technical support and customer relationship management.
Ability to think creatively and solve problems.
Highly motivated/energetic individual able to work independently, or as a member of a cross-functional team is a MUST.
Desired Qualifications:
Experience working in a hospital or in the healthcare industry is highly desired.
About the Company:
Mobile Aspects provides hospitals with a suite of software tools to improve patient safety and operational efficiency. Our customers include many of the top hospitals across the US and they give our employees the opportunity to solve many of the key challenges facing hospitals and the healthcare industry today.
We offer a competitive salary, outstanding benefits package and the professional advantages of a young, energetic company that supports your development and recognizes your achievements.
Visit our website today at: www.mobileaspects.com
Job Type: Full-time
Benefits:
401(k)
Dental insurance
Flexible spending account
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Experience:
technical support: 3 years (Preferred)
License:
driver's (Required)
Work Location:
Multiple locations
This Job Is Ideal for Someone Who Is:
People-oriented -- enjoys interacting with people and working on group projects
Autonomous/Independent -- enjoys working with little direction
High stress tolerance -- thrives in a high-pressure environment
Work Remotely:
No",3.5,"Mobile Aspects
3.5","Boston, MA",-1,1 to 50 Employees,-1,Company - Private,Health Care Products Manufacturing,Manufacturing,$1 to $5 million (USD),-1
CIMPLICITY/SCADA Development Engineer,-1,"Responsible for CIMPLICITY/SCADA application development.
BS in EE, CE, or CS (engineer preferred).
1+ years GE CIMPLICITY application development.
Significant client interaction.
Experience with industrial automation and controls.
Candidate must be an independent problem solver and self motivated to work hard. Passion for meeting schedules with a good work ethic, creativity and positive attitude.
Candidate must have experience implementing, testing and deploying SCADA applications. Some field travel may be required, but not currently anticipated.
Candidate must have excellent English verbal and written communication skills.
Overall SCADA application development experience desired, especially with Ignition.
Some Web application and SQL Server experience desired.
Job Type: Full-time

Pay: $75,000.00 - $125,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Professional development assistance
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Ability to Commute/Relocate:
Breinigsville, PA 18031 (Required)
Experience:
CIMPLICITY: 1 year (Required)
Language:
English (Required)
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
People-oriented -- enjoys interacting with people and working on group projects
Detail-oriented -- would rather focus on the details of work than the bigger picture
Autonomous/Independent -- enjoys working with little direction
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Team-oriented -- cooperative and collaborative
This Job Is:
A job for which all ages, including older job seekers, are encouraged to apply
Company's website:
www.technotects.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Yes, temporarily due to COVID-19",-1,"Technotects, Inc.","Harleysville, PA",-1,-1,-1,-1,-1,-1,-1,-1
Engineer Principal,-1,"PRINCIPAL ENGINEER - DAM SAFETY PROGRAM MANAGER

Seasoned Professional Engineer that serves as the second highest level technical expert for a resource area and is responsible for making engineering decisions and recommendations that directly influences the success of one or more of the District’s strategic programs, including a Dam Safety Program. Engineering decisions directly impact the District’s industry reputation, regulatory status and financial interests.
Based on extensive experience and accountability for diverse, complex and high risk projects/assignments, the incumbent is in a position to significantly influence internal and external stakeholders for the District’s Dam Safety Program. For example, the incumbent presents analysis, recommendations and status information to the District Management Teams.
Incumbent may also be required to respond, explain, and defend discipline related projects and initiatives to Federal, state and local government agencies and venues, as well as various media groups. Incumbent may represent the District at national and international seminars, conferences and taskforces.
Incumbent maintains a current State of Florida Professional Engineer (PE) license.
Incumbent demonstrates an advanced and diverse level of knowledge, creativity and foresight to successfully plan, implement and evaluate engineering projects and processes. Incumbent applies engineering expertise in any one of the following roles for the District:
1. Discipline Expert that develops and evaluates plans and criteria for a variety of engineering projects and initiatives. Assesses the feasibility and soundness of proposed engineering evaluation tests, products and equipment. Identifies errors/malfunctions/omissions and implements corrective actions.
2. Discipline Consultant that performs complex research and/or completes innovative engineering assignments that require the development of new and/or improved techniques and procedures.
3. Discipline Leader for a small staff or section of engineering specialists/practitioners responsible for a complex/important project or several similar projects/processes.
In all of these roles, incumbent provides significant input and recommendations for the resource area's strategy and goals, engineering guidelines and standards, department-level work plans, staffing models, and expense budget.
Incumbent supports District emergency management operations, typically, as a public assistance coordinator who prioritizes, consolidates and coordinates damage assessment teams. May perform other relevant emergency management operations.
Technical advice and direction given crosses District boundaries and supervision received is typically administrative in nature. Incumbent keeps abreast of trends/developments across engineering disciplines, regulatory changes and new technologies.
Employment Guidelines
Typically has Bachelor's Degree from an ABET/EAC accredited program and 11+ years’ experience that demonstrates measurable career progression within engineering discipline that can be applied to support the District's strategic goals and objectives. Disciplines for engineering education and experience requirements include Civil and Geotechnical Engineering.
Licenses:
Incumbent has State of Florida Professional Engineer (PE) license and keeps licensure status current.
Valid State of Florida Driver’s License required.
Physical Requirements/Working Environment:
Due to the District's response role and in the total scope of emergency management, this position may at times, be required to provide support before, during and after major storm events and emergency situations, such as hurricanes or other declared emergencies, depending on assigned emergency response role.
Composition of office and field work (percentage dependent upon position requirements), with regular exposure to a hot and humid environment in remote and heavy vegetative areas.
Salary Minimum
$69,388.80
Salary Midpoint:
$82,492.80
Organization
EP8608620 Project Management",3.3,"South Florida Water Management District
3.3","West Palm Beach, FL",-1,1001 to 5000 Employees,-1,Government,State & Regional Agencies,Government,$500 million to $1 billion (USD),-1
Project Engineer I/II/III,-1,"Job Description:
Souder, Miller & Associates is recruiting for a Project Engineer I/II/III for our Water Resources department. The position is located in our Albuquerque or Santa Fe, NM office. This position requires a bachelors and/or master’s degree from an accredited four-year college or university and a minimum of 4 years of experience Water Resources. The preferred candidate will be a member of a professional organization and have a New Mexico P.E. registration.
The Project Engineer I/II/III is responsible for planning, designing and directing projects locally and/or remotely on a corporate and/or local level. The Project Engineer I/II/III position requires the ability to read, analyze and interpret general business periodicals, professional journals, technical procedures, design plans and governmental regulations as well as the ability to write reports, business correspondence and procedure manuals. These abilities must also translate into the effective presentation of information and response to questions from groups of managers, clients, customers and the general public. The Project Engineer I/II/III position typically has a balanced exposure internally (employees) and externally (clients/regulators), but also can be focused on an area of specific technical discipline.
Responsibilities include:
Prepare and monitor project budgets; has overall responsibility for the profitability of assigned projects.
Responsible for monitoring and managing work-in-process, accurate and timely client billings, outstanding accounts receivable and collection efforts on projects.
Responsible for project and/or office technical group(s) schedules and timely completion of projects.
Serve as a senior project design specialist on complex projects of any size and as a designated client contact or client manager.
Supervise and monitor client relationship strategies; is the primary client contact for assigned clients.
Coordinate and review pricing, estimating, scoping and marketing strategies for proposed projects of any size or fee.
In coordination with TS Director/Manager, develop and review contract agreements for assigned projects o Executes agreements with value-limited signatory authority.
Prepare forecast of workload for assigned staff.
Develop probable construction cost estimates for complex projects within assigned TS.
Attend client meetings, day or night; ability to complete overnight travel unassisted, occasionally extending several consecutive nights.
Analyze reports, maps, drawings, blueprints, tests and/or aerial photographs for quality assurance and to plan and/or design projects.
May direct and supervise other employee activities.
Prepare or direct preparation and modification of reports, specifications, plans, construction schedules, environmental impact studies and/or designs for project.
May use computer assisted engineering, technical and/or design software and equipment to prepare simple to complex engineering, analysis and design documents.
Visit construction and/or investigation site(s) to monitor progress and other duties per the contract documents as the registered professional of record.
Under the direction of the MS Director/Manager, manage significant marketing responsibilities with clients to obtain work for the firm.



Job Requirements:
Bachelor’s degree in appropriate engineering or science.
Minimum 4 years of experience post-graduation.
Minimum 1 year of experience after obtaining P.E. license.
Professional/Occupational licensure required.
Must have a valid driver's license.",3.0,"Souder, Miller & Associates
3.0","Albuquerque, NM",-1,201 to 500 Employees,1992,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
Chief Engineer,-1,"This position is responsible for preventive maintenance in guestrooms as well as public spaces, equipment repairs and overall building and landscape upkeep. Minimum two years hotel experience required.
Maintain a positive work atmosphere by acting and communicating in a manner so that you get along with guests, vendors, co-workers and management.
Ensure guest satisfaction through a properly maintained property, guestrooms and by responding promptly and efficiently to all guest complaints and needs.
Always maintain a guest focus while striving to meet and exceed GSS goals.
Maintain and repair all manageable mechanical operations and equipment including, but not limited to:
HVAC
Boilers
Pool
Electrical wiring
Small plumbing problems
Windows, doors, locks and keys
Drywall, wall papering, painting, caulking
Equipment maintenance
Furniture and upholstery repair
Swimming pool and spa operation and upkeep
Possess a good mechanical knowledge of how to safely operate and maintain all tools
Respond to and complete all work orders in a timely manner
Complete and track guest room and equipment preventive maintenance as outlined by Quality assurance requirements.
Keep all work areas (shop and guest rooms) neat, clean and orderly
Maintain an adequate supply of spare parts
Check all exterior lighting, public area lighting and signage daily (parking lot lights, building lights, entrance signs, corridor lighting, lobby and elevator lighting
Be able to move luggage or packages weighing up to 40 lbs.
At end of shift ensure all tools are accounted for and rooms worked in are left in “vacant ready” status
All work completed is logged in maintenance book
Job Type: Full-time
Pay: Up to $40,000.00 per year
Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Employee Discount
Flexible Schedule
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Referral Program
Tuition Reimbursement
Vision Insurance
Schedule:
Day shift
Holidays
Monday to Friday
On Call
Overtime
Weekends
Experience:
Facilities Maintenance: 2 years (Preferred)
License:
HVAC (Preferred)
EPA Universal Certification (Preferred)
Driver's License (Required)
Work authorization:
United States (Required)
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Detail-oriented -- would rather focus on the details of work than the bigger picture
Autonomous/Independent -- enjoys working with little direction
This Company Describes Its Culture as:
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",4.6,"True North Hotel Group, Inc
4.6","Hays, KS",-1,501 to 1000 Employees,-1,Company - Public,-1,-1,$50 to $100 million (USD),-1
Project Geotechncial Engineer,-1,"Qualifications:

Candidate must possess professional engineering registration with a minimum of five years experience in geotechnical design. Requires a BS or higher degree in Civil Engineering or related field. Strong project management and good oral and written communication skills required. DOT experience is preferred. PennDOT Certified Drill Inspector preferred and able to pass 40-hour OSHA HAZWOPER training.

Job duties:

Successful candidate will study and analyze surficial and subsurface soil and rock materials to determine characteristics for construction, development, and land planning. Develop subsurface exploration programs, laboratory testing plans, and QA/QC for test results. Prepare slope stability, settlement, bearing capacity, pile lateral capacity, and overturning computations for various types of structures, including retaining walls, bridges, culverts, noise barriers, and buildings. Familiar with computations involving both shallow, spread footing type foundations, as well as deep pile and/or drilled shaft type foundations. Prepare various types of Geotechnical Engineering reports, including Structure Foundation Geotechnical Engineering Reports, Roadway Geotechnical Engineering Reports, Reconnaissance Soils and Geological Engineering Reports, and Problem Statement Draft Exploration Plan reports.

American Engineers Group, LLC provides competitive wage/benefit packages, including family medical, dental, vision, flexible spending accounts, Tax-deferred 401(k), basic life insurance, short-term disability, and flexible working hours.

American Engineers Group, LLC is an equal opportunity employer and makes all employment decisions on the basis of merit, qualifications, and abilities. American Engineers Group, LLC will not sponsor an employment visa (e.g., H-1B visa), including any visa renewal during employment, for any candidate for this position.

Job Type: Full-time

Pay: $30.00 - $37.00 per hour

Benefits:
401(k) Matching
Dental Insurance
Flexible Schedule
Flexible Spending Account
Health Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Experience:
engineering: 5 years (Preferred)
License:
Professional Engineer (Preferred)
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Outcome-oriented -- results-focused with strong performance culture
Team-oriented -- cooperative and collaborative
Company's website:
http://www.aegroup-llc.com/
Work Remotely:
No",-1,"American Engineers Group, LLC","Harrisburg, PA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
